X,Y,OBJECTID,DAMS00X020,DAM_NAME,OTHER_NAME,NIDID,LONGITUDE,LATITUDE,COUNTY,RIVER,CITY,OWN_NAME,OWN_TYPE,DAM_TYPE,PURPOSES,YR_COMPL,NID_HEIGHT,MAX_STOR,NORMAL_STO,SURF_AREA,DRAIN_AREA,HAZARD,STATE,SYMBOL
-95.598348611409889,46.28667799962556,7553,7553,EAST BATTLE LAKE, ,MN00208,-95.59834,46.28667,OTTER TAIL,TR-OTTER TAIL RIVER,BATTLE LAKE,STATE OF MN,S,PG,O,1937,6,50552,46500,0,0,L,MN,O
-94.059488180237764,46.29677814592268,7554,7554,LONG LAKE UPPER, ,MN00236,-94.05948,46.29677,CROW WING,NOKAYSIPPI RIVER,FORT RIPLEY,STATE OF MN,S,PG,O,1936,6,20945,18527,0,0,L,MN,O
-98.266529361100737,46.299227823680525,7555,7555,COTTONWOOD CREEK DAM 3,LAKE LAMOURE,ND00011,-98.26652,46.29922,LAMOURE,COTTONWOOD CREEK,N,CITY OF LAMOURE,L,RE,RF,1973,76,16839,8076,494.1,240,S,ND,R
-122.747904645694405,46.304835478905069,7556,7556,SILVER LAKE DAM, ,WA00142,-122.74789,46.30483,COWLITZ,OUTLET CREEK,CASTLE ROCK,SILVER LAKE FLOOD CONTROL DIST,P,RE,R,1971,15,11737,7500,2300,39.29999924,L,WA,R
-94.378338267918394,46.305008120852044,7557,7557,SYLVAN, ,MN00601,-94.37833,46.305,MORRISON,CROW WING,LITTLE FALLS,"ALLETE, INC",U,PGRECN,HR,1913,35,0,9216,1280,3575,L,MN,H
-68.826700068439038,46.305009474943311,7558,7558,MILLINOCKET LAKE, ,ME00228,-68.8267,46.305,PISCATAQUIS,MILLINOCKET STREAM,ASHLAND,"WPS NEW ENGLAND GENERATION, INC.",P,TCER,HRC,1943,11,29033,22900,2788,70,L,ME,H
-93.835008119990192,46.31000812280697,7559,7559,BORDEN LAKE, ,MN00239,-93.835,46.31,CROW WING,MILLE LACS LAKE-OFFSTREAM,GARRISON,STATE OF MN,S,PG,O,1936,6,36356,33485,0,0,L,MN,O
-123.92961483914371,46.323155357235251,7560,7560,INDIAN CREEK DAM, ,WA00522,-123.9296,46.32315,PACIFIC,INDIAN CREEK,ILWACO,ILWACO TOWN,L,RE,S,1989,80,1022,846,35,1.21000004,S,WA,S
-109.566682175633815,46.330006842996404,7561,7561,DEADMANS BASIN DIKE, ,MT00522,-109.56667,46.33,WHEATLAND,TR-MUSSELSHELL RIVER,RYEGATE,"STATE OF MONTANA, D.N.R.C., W.R.D.",S,RE,I,1941,23,34000,10800,2120,7.3,H,MT,I
-86.850006021444983,46.333338638007504,7562,7562,AU TRAIN, ,MI00152,-86.85,46.33333,ALGER,AU TRAIN,AU TRAIN,UPPER PENINSULA POWER COMPANY,U,PGRE,HR,1910,45,12350,12350,1560,80,H,MI,H
-86.850006021444983,46.333338638007504,7563,7563,AU TRAIN SOUTH LEVEE, ,MI83026,-86.85,46.33333,ALGER,AU TRAIN,AU TRAIN,UPPER PENINSULA POWER COMPANY,U,RE,HR,1910,15,12350,12350,1560,0,L,MI,H
-109.410012117446172,46.340006829850473,7564,7564,DEADMANS BASIN DAM, ,MT00011,-109.41,46.34,WHEATLAND,TR-MUSSELSHELL RIVER,RYEGATE,"STATE OF MONTANA, D.N.R.C., W.R.D.",S,RE,I,1941,63,100000,76800,2120,7.3,H,MT,I
-101.847210300795481,46.340387497262036,7565,7565,SHEEP CREEK DAM, ,ND00004,-101.8472,46.34038,GRANT,SHEEP CREEK,N,GRANT CO WRD,L,RE,RF,1970,61,2960,1180,87,57.9,L,ND,R
-101.376710171601886,46.346677566406044,7566,7566,RALEIGH DAM, ,ND00098,-101.3767,46.34667,GRANT,LOUSE CREEK-TR,RALEIGH,GRANT CO WRD,L,RE,R,1910,53.5,2068,804.9,67.4,7.68,S,ND,R
-112.851952855493025,46.353616502435756,7567,7567,POWELL, ,MT00043,-112.85194,46.35361,POWELL,UT POWELL CREEK,DEER LODGE,"STATE OF MONTANA, D.O.C.",S,RE,I,1981,52,250,230,240,0.4,H,MT,I
-122.550014631618509,46.356675509680493,7568,7568,SRS, ,WA82201,-122.55,46.35667,COWLITZ,NO. FORK TOUTLE,TOUTLE,CENWP,F,RE,DC,1988,239,0,0,0,143,H,WA,D
-114.315013158225227,46.358336386944089,7569,7569,FRED BURR RESERVOIR DAM,FRED BURR,MT00763,-114.315,46.35833,RAVALLI,FRED BURR CREEK,VICTOR,"STATE OF MONTANA, D.N.R.C., W.R.D.",S,RE,I,1946,55,690,410,28,11.8,L,MT,I
-95.64833861280448,46.358338032340889,7570,7570,BLANCHE LAKE, ,MN00214,-95.64833,46.35833,OTTER TAIL,TR-OTTER TAIL RIVER,BALMORAL,STATE OF MN,S,PG,O,1938,7,24500,20400,1352,0,L,MN,O
-122.551234620131169,46.363165512403334,7571,7571,MT ST HELENS SEDIMENT RETENTION STRUCTURE, ,WA00558,-122.55122,46.36316,COWLITZ,TOUTLE RIVER,CASTLE ROCK,USARMY COE PORTLAND,F,ER,C,1988,240,126000,60000,60000,150,H,WA,C
-95.7333386593603,46.365007999864382,7572,7572,OTTER TAIL LAKE, ,MN00209,-95.73333,46.365,OTTER TAIL,OTTER TAIL RIVER,PHELPS,STATE OF MN,S,PG,O,1936,10,557200,506000,0,0,L,MN,O
-112.137512721665146,46.369456596458498,7573,7573,SOUTH POND, ,MT83456,-112.1375,46.36945,JEFFERSON, ,CORBIN,MONTANA TUNNELS MINING INC.,P, ,S, ,53,699,0,0,0,L,MT,S
-110.731682404037983,46.370006718143088,7574,7574,"OLSON, OSCAR (MEAGHER)", ,MT00054,-110.73167,46.37,MEAGHER,TR-SOUTH FORK SMITH RIVER,WHITE SULPHUR SPRINGS,CARL ROSTAD,P,RE,I,1959,80,925,733,0,0,L,MT,I
-117.04167369931298,46.370836115950581,7575,7575,ATLAS, ,ID83459,-117.04166,46.37083,NEZ PERCE, ,LEWISTON,ATLAS SAND & GRAVEL,P, ,T, ,60,60,0,0,0,H,ID,T
-97.613389175299659,46.371487879799524,7576,7576,DEAD COLT CREEK DAM, ,ND00412,-97.61338,46.37148,RANSOM,DEAD COLT CREEK,LISBON,RANSOM CO WRD,L,RE,CR,1984,92,8901.2,2208.6,124,60,S,ND,C
-87.608336240155438,46.372788590704729,7577,7577,EMPIRE MINE EXPANDED TERTIARY DAM, ,MI00810,-87.60833,46.37278,MARQUETTE,GREEN CREEK,AUSTIN,EMPIRE IRON MINING PARTNERSHIP,P,RE,T,1985,52,1685,1382,108,0,S,MI,T
-87.958346383234129,46.373338555489347,7578,7578,REPUBLIC MINE TAILINGS POND DAMS, ,MI00578,-87.95834,46.37333,MARQUETTE,TRIBUTARY TO MICHIGAMME RIVER,REPUBLIC,MARQUETTE IRON MINING PARTNERSHIP,P,RE,T,1960,91,880,8000,220,0,L,MI,T
-116.86445366390484,46.373616096798941,7579,7579,RESERVOIR A,MANN LAKE,ID00261,-116.86444,46.37361,NEZ PERCE,OFFSTREAM - LINDSEY CREEK,LEWISTON,DOI BR,F,RE,I,1906,447,3000,3000,139,1,H,ID,I
-94.185008240565253,46.378338135752706,7580,7580,BRAINERD, ,MN00597,-94.185,46.37833,CROW WING,MISSISSIPPI,BRAINERD,POTLATCH CORPORATION,P,PGTC,HSR,1950,20.8,13000,13000,2500,7320,H,MN,H
-99.609829723278068,46.383137702021436,7581,7581,BEAVER LAKE DAM, ,ND00368,-99.60982,46.38313,LOGAN,BEAVER CREEK,BURNSTAD,LOGAN CO WRD,L,RE,R,1934,10,5319,5319,953.1,179,L,ND,R
-89.133336748963558,46.383348477062484,7582,7582,BOND FALLS, ,MI00153,-89.13333,46.38334,ONTONAGON,M BR ONTONAGON,ONTONAGON,UPPER PENINSULA POWER COMPANY,U,PGRE,HR,1938,50,36000,36000,2160,190,H,MI,H
-89.133336748963558,46.383348477062484,7583,7583,BOND FALLS CONTROL DAM, ,MI83010,-89.13333,46.38334,ONTONAGON,M BR ONTONAGON,PAULDING,UPPER PENINSULA POWER COMPANY,U,RE,HR,1938,40,36000,36000,2160,0,H,MI,H
-89.133336748963558,46.383348477062484,7584,7584,BOND FALLS SAND LAKE DIKE, ,MI83011,-89.13333,46.38334,ONTONAGON,M BR ONTONAGON, ,UPPER PENINSULA POWER COMPANY,U,RE,HR,1938,10,36000,36000,2160,0,L,MI,H
-87.63333625030792,46.383348574352986,7585,7585,EMPIRE MINE SECONDARY POND DAM, ,MI00720,-87.63333,46.38334,MARQUETTE,GREEN CREEK,GWINN,EMPIRE IRON MINING PARTNERSHIP,P,RE,O,1975,30,5800,5000,42,0,L,MI,O
-87.62778625187012,46.386118560864936,7586,7586,EMPIRE MINE TERTIARY POND DAM, ,MI00101,-87.62778,46.38611,MARQUETTE,GREEN CREEK,GWINN,EMPIRE IRON MINING PARTNERSHIP,P,RE,O,1975,90,3348,3348,93,5.7,L,MI,O
-87.633336251206245,46.386678572821673,7587,7587,EMPIRE MINE TAILINGS BASIN DAM, ,MI00719,-87.63333,46.38667,MARQUETTE,GREEN CREEK,GWINN,EMPIRE IRON MINING PARTNERSHIP,P,RE,T,1975,163,117000,10000,940,5.2,S,MI,T
-87.637506293637188,46.391678582884452,7588,7588,EMPIRE MINE TAILINGS BASIN DAM, ,MI83473,-87.6375,46.39167,MARQUETTE, ,GWINN,EMPIRE IRON MINING PARTNERSHIP,P, ,T, ,145,136300,0,0,4.7,S,MI,T
-117.070013686115999,46.396676109671553,7589,7589,POMEROY GULCH DAM, ,WA00083,-117.07,46.39667,ASOTIN,NONE-GROUND WATER STORAGE,CLARKSTON, ,U,VA,S,1907,60,58,55,0,0.31,S,WA,S
-87.641676289355743,46.408338601310668,7590,7590,SCHWEITZER DAM, ,MI83474,-87.64167,46.40833,MARQUETTE, ,GWINN,EMPIRE IRON MINING PARTNERSHIP,P, ,S, ,62,17980,0,0,25,S,MI,S
-94.353338276630538,46.411678113422397,7591,7591,GULL LAKE,GULL LAKE RESERVOIR,MN00596,-94.35333,46.41167,CASS,GULL RIVER,BRAINERD,CEMVP,F,CN,CRSFN,1912,15,75300,61000,13000,287,L,MN,C
-93.906678160368102,46.411678146248647,7592,7592,CLEARWATER LAKE, ,MN00237,-93.90667,46.41167,CROW WING,TR-NOKASIPPI RIVER,FORT RIPLEY,STATE OF MN,S,PG,O,1936,6,26400,23760,0,0,L,MN,O
-87.646676301447371,46.413338563024723,7593,7593,SCHWEITZER DAM, ,MI00612,-87.64667,46.41333,MARQUETTE,SCHWEITZER CREEK,GWINN,EMPIRE IRON MINING PRTNP,P,CN,S,1962,54,9000,5500,255,25,S,MI,S
-119.030014069204213,46.415835907738888,7594,7594,SODA LAKE DIKE,SODA LAKE,WA00271,-119.03,46.41583,GRANT,COLUMBIA RIVER OS,NONE,DOI BR,F,RE,I,1952,59,10150,10150,184,4,L,WA,I
-87.66833628733859,46.425008594532677,7595,7595,TILDEN RECIRCULATION BASIN, ,MI00611,-87.66833,46.425,MARQUETTE,TRIBUTARY TO SCHWEITZER CREEK,GWINN,TILDEN MINING COMPANY LC,P,RE,S,1973,100,0,9546,600,1.9,H,MI,S
-90.226777080325121,46.425658424309695,7596,7596,GILE RESERVOIR,SUPERIOR FALLS,WI00042,-90.22677,46.42565,IRON,WEST FORK MONTREAL,MONTREAL,NORTHERN STATES POWER CO,U,REPG,SCR, ,30,55000,40000,3317,70,H,WI,S
-87.666666276106284,46.433338604061191,7597,7597,TILDEN RECIRCULATION BASIN DAM, ,MI83476,-87.66666,46.43333,MARQUETTE, ,GWINN,TILDEN MAGNETITE PARTNERSHIP,P, ,T, ,95,83600,0,0,1.4,H,MI,T
-87.516676251169798,46.433338613347914,7598,7598,GRIBBEN NORTH TAILINGS BASIN DAM, ,MI00113,-87.51667,46.43333,MARQUETTE,TRIB TO GOOSE LAKE OUTLET,GWINN,TILDEN MINING COMPANY LC,P,RE,T,1977,83,15400,19900,600,2.3,L,MI,T
-87.793336330914443,46.440008570172324,7599,7599,GREENWOOD RESERVOIR DAM, ,MI00487,-87.79333,46.44,MARQUETTE,M BR ESCANABA RIVER,GWINN,TILDEN MAGNETITE PARTNERSHIP,P,RE,S,1973,60,22750,18000,1112,0,S,MI,S
-93.738338108087405,46.441678173448501,7600,7600,PINE LAKE, ,MN00242,-93.73833,46.44167,AITKIN,RIPPLE RIVER,AITKEN,MNDNR-DOW,S,PG,R,1937,10,6145,5390,200,0,L,MN,R
-110.256682350379862,46.44333676053391,7601,7601,"MARTINSDALE, EAST DAM", ,MT00007,-110.25667,46.44333,WHEATLAND,TR-MUSSELSHELL RIVER,TWO DOT,"STATE OF MONTANA, D.N.R.C., W.R.D.",S,RE,I,1939,54,36030,23080,985,15.7,H,MT,I
-110.266682326054081,46.455006792053027,7602,7602,"MARTINSDALE, NORTH DAM", ,MT00020,-110.26667,46.455,WHEATLAND,TR-MUSSELSHELL RIVER,TWO DOT,"STATE OF MONTANA, D.N.R.C., W.R.D.",S,RE,I,1939,101,36030,23080,985,15.7,H,MT,I
-95.720008653182347,46.460008006298587,7603,7603,DEAD LAKE EAST,9-4A,MN00206,-95.72,46.46,OTTER TAIL,COUNTY DITCH NO. 28,SEASONAL DWELLINGS,STATE OF MN,S,PG,O,1938,9,100204,77080,0,0,L,MN,O
-122.11066459101491,46.463445597642675,7604,7604,COWLITZ FALLS DAM, ,WA00581,-122.11065,46.46344,LEWIS,COWLITZ RIVER,TOLEDO,LEWIS CNTY PUD NO 1,U,PG,H,1993,140,15000,10000,10000,1000,H,WA,H
-95.76167865873974,46.465008013748502,7605,7605,DEAD LAKE WEST,9-4,MN00207,-95.76167,46.465,OTTER TAIL,DEAD RIVER,SEASONAL DWELLINGS,STATE OF MN,S,PG,O,1938,7,100204,77080,0,0,L,MN,O
-122.116684615857139,46.466675584242125,7606,7606,COWLITZ FALLS, ,WA83010,-122.11667,46.46667,LEWIS,COWLITZ RIVER, ,LEWIS COUNTY PUD NO 1,U,CNPG,HRF,1994,145,11000,11000,610,1000,S,WA,H
-112.191682747570098,46.470006590024468,7607,7607,CHESSMAN MAIN DAM, ,MT01090,-112.19167,46.47,LEWIS & CLARK,BEAVER CREEK,RIMINI,CITY OF HELENA,L,RE,S,1908,57,2370,1630,114,1.33,H,MT,S
-95.570008609335503,46.47500804920049,7608,7608,RUSH LAKE, ,MN00211,-95.57,46.475,OTTER TAIL,OTTERTAIL RIVER,OTTERTAIL,STATE OF MN,S,PG,O,1937,8,78345,52330,0,0,L,MN,O
-91.345417393109642,46.491088361270343,7609,7609,MURRAYS,FLYNN OR EAGLE LAKE,WI00103,-91.34541,46.49108,BAYFIELD,EAST FORK WHITE,NONE,BAYFIELD COUNTY,L,PGRE,R, ,13,22000,19960,650,13,L,WI,R
-69.288330230720589,46.493339466771531,7610,7610,CHURCHILL DAM,HERON LAKE DAM,ME00237,-69.28833,46.49333,PISCATAQUIS,ALLAGASH RIVER,T10 R12 WELS,"DOC, BPL, MAINE, STATE OF",S,CNTCRE,HR,1968,20,99000,78000,10016,0,L,ME,H
-88.458346517113327,46.495008546382145,7611,7611,CARP INTAKE DAM, ,MI00158,-88.45834,46.495,MARQUETTE,CARP RIVER,NONE,"A. LINDBERG & SONS, INC.",P,CN,O,1912,57,1000,850,26,63.5,H,MI,O
-122.597234661664842,46.503335542136917,7612,7612,MAYFIELD FOREBAY DAM, ,WA83069,-122.59722,46.50333,LEWIS,COWLITZ RIVER, ,CITY OF TACOMA,U,CNPG,HR,1963,63,178000,133718,2250,0,L,WA,H
-122.59011466323193,46.503335542755245,7613,7613,MAYFIELD, ,WA00152,-122.5901,46.50333,LEWIS,COWLITZ RIVER,"TOLEDO, WA",CITY OF TACOMA,U,VAPG,HR,1963,250,178000,133718,2250,1392,H,WA,H
-84.358335251812264,46.50500877289479,7614,7614,SOO COMPENSATING WORKS,SUPERIOR,MI82201,-84.35833,46.505,CHIPPEWA,ST MARY S,SAULT STE MARIE,CELRE WITH CANADA,F,PGCN,NHFS,1921,17,9700000000,9700000000,20255000,181000,H,MI,N
-84.355005252749578,46.50500877289479,7615,7615,COMPENSATING WORKS, ,MI00650,-84.355,46.505,CHIPPEWA,SAINT MARYS RIVER,SAULT STE MARIE,US ARMY CORPS OF ENGINEERS,P,OT,N,1921,14,32000000,700000,20358400,0,S,MI,N
-116.296083586489573,46.510006168889888,7616,7616,DWORSHAK DAM AND RESERVOIR,DWORKSHAK RESERVOIR,ID00287,-116.29607,46.51,CLEARWATER,NORTH FORK CLEARWATER RIVER,AHSAHKA,CENWW,F,CNPG,CHRSF,1973,717,3560000,3468000,17090,2440,H,ID,C
-111.880562685367181,46.51056661802744,7617,7617,HELENA VALLEY DIKE,HELENA VALLEY,MT82920,-111.88055,46.51056,LEWIS AND CLARK,TENMILE CREEK,HELENA,DOI BR,F,RE,IS,1958,30,10702,10451,531,3,H,MT,I
-94.066678196957156,46.511678150761597,7618,7618,BLACKBEAR LAKE, ,MN00056,-94.06667,46.51167,CROW WING,TR-MISSISSIPPI RIVER,RIVERTON,STATE OF MN,S,PG,O,1936,8,6716,5840,0,0,L,MN,O
-87.66333629051833,46.533338621772508,7619,7619,CARP RIVER (DEER LAKE) DAM, ,MI00159,-87.66333,46.53333,MARQUETTE,CARP RIVER,NONE,CLEVELAND CLIFFS IRON COMPANY,P,VA,O,1942,60,26140,22500,897,40.1,H,MI,O
-122.423344684608196,46.53510554667016,7620,7620,MOSSYROCK, ,WA00151,-122.42333,46.5351,LEWIS,COWLITZ RIVER,"TOLEDO, WA",CITY OF TACOMA,U,VAPG,HCR,1968,606,1685000,1685000,11830,1042,H,WA,H
-90.374237110756667,46.539178399035627,7621,7621,SAXON,SAXON FALLS,WI05009,-90.37423,46.53917,IRON,MONTREAL,NONE,XCEL ENERGY,U,PGRE,HR, ,133,700,250,63,270,L,WI,H
-89.133336771421426,46.550008521382964,7622,7622,BOND FALLS AUXILIARY DIKE, ,MI83009,-89.13333,46.55,ONTONAGON,M BR ONTONAGON,PAULDING,UPPER PENINSULA POWER COMPANY,U,RE,HR,1938,25,36000,36000,2160,0,H,MI,H
-89.133336771421426,46.550008521382964,7623,7623,BOND FALLS SOUTH AUXILIARY DIKE, ,MI83034,-89.13333,46.55,ONTONAGON,M BR ONTONAGON, ,UPPER PENINSULA POWER COMPANY,U,RE,HR,1938,10,36000,36000,2160,0,L,MI,H
-68.324999907020626,46.55670953041512,7624,7624,SQUA PAN, ,ME00234,-68.325,46.5567,AROOSTOOK,SQUA PAN STREAM,ASHLAND,"WPS NEW ENGLAND GENERATION, INC.",P,CNCBRE,HRC,1928,35,89215,64000,5043,69,H,ME,H
-90.414927158543648,46.559758404765745,7625,7625,SUPERIOR FALLS, ,WI05000,-90.41492,46.55975,IRON,MONTREAL,NONE,XCEL ENERGY,U,PGRE,H, ,138,160,100,21,280,L,WI,H
-87.560006260727206,46.560008596496878,7626,7626,HOIST, ,MI00175,-87.56,46.56,MARQUETTE,DEAD,MARQUETTE,UPPER PENINSULA POWER COMPANY,U,PGRE,HR,1941,63,41666,31563,2429,138,H,MI,H
-113.306672983471373,46.561676484299753,7627,7627,LOWER WILLOW CREEK DAM, ,MT01155,-113.30666,46.56167,GRANITE,LOWER WILLOW CREEK,HALL,LOWER WILLOW CREEK DRAINAGE DISTRICT,L,RE,I,1962,96,6230,4930,174,71.8,H,MT,I
-93.361667995771953,46.561678210652843,7628,7628,RICE RIVER POOL, ,MN00622,-93.36166,46.56167,AITKIN,RICE RIVER,KIMBERLY,DOI FWS,F,PG,F,1949,12,38000,17930,7000,0,L,MN,F
-118.543074013929754,46.562865964377359,7629,7629,LOWER MONUMENTAL LOCK AND DAM,LAKE HERBERT G. WEST,WA00270,-118.54306,46.56286,FRANKLIN,SNAKE RIVER,PASCO,CENWW,F,CNPGRE,NHRF,1969,226,432000,377000,6590,108500,H,WA,N
-95.790008682327951,46.568338026234045,7630,7630,MCDONALD LAKE,BROWN LAKE OR LITTLE MCDONALD,MN00200,-95.79,46.56833,OTTER TAIL,TR-DEAD RIVER,SEASONAL HOMES,STATE OF MN,S,OT,O,1937,7,28287,25593,0,0,L,MN,O
-94.32500829526316,46.575008159091183,7631,7631,SIBLEY LAKE, ,MN00045,-94.325,46.575,CROW WING,TR-MAYO CREEK,NISSWA,STATE OF MN,S,PG,O,1937,8,11730,10200,0,0,L,MN,O
-110.556672426349721,46.580006731196697,7632,7632,BAIR DAM, ,MT00006,-110.55666,46.58,MEAGHER,NORTH FORK MUSSELSHELL RI,CHECKERBOARD,"STATE OF MONTANA, D.N.R.C., W.R.D.",S,RE,I,1939,102,10650,7020,272,51.1,H,MT,I
-87.450006256121199,46.580008597127318,7633,7633,FORESTVILLE ( DAM 2 ),UPPER DEVELOPMENT,MI83018,-87.45,46.58,MARQUETTE,DEAD,MARQUETTE,MARQUETTE CITY OF,L,VA,H,1912,130,2943,2943,0,158,H,MI,H
-118.026953906026137,46.584246014273084,7634,7634,LITTLE GOOSE LOCK AND DAM,LAKE BRYAN,WA00331,-118.02694,46.58424,COLUMBIA,SNAKE RIVER,PASCO,CENWW,F,CNPGRE,NHRF,1970,226,565200,565200,10025,103900,H,WA,N
-89.541666871353456,46.586678483079368,7635,7635,BERGLAND DAM, ,MI00028,-89.54166,46.58667,ONTONAGON,WEST BRANCH ONTONAGON RIVER,ONTONAGON,UPPER PENINSULA POWER COMPANY,P,OT,O,1906,8,276000,35200,14080,17,L,MI,O
-87.450006257019524,46.586678619518807,7636,7636,PLANT NO 1, ,MI00181,-87.45,46.58667,MARQUETTE,DEAD,MARQUETTE,MARQUETTE CITY OF,L,CNPG,H,1912,62,1300,1300,85,0,H,MI,H
-96.071678793972879,46.588337998146535,7637,7637,PRAIRIE LAKE, ,MN00192,-96.07167,46.58833,OTTER TAIL,PELICAN RIVER,PELICAN RAPIDS,STATE OF MN,S,PG,O,1936,12,16400,10250,1025,0,L,MN,O
-95.50500862731586,46.591678065238163,7638,7638,BIG PINE LAKE, ,MN00212,-95.505,46.59167,OTTER TAIL,OTTER TAIL RIVER,OTTERTAIL,STATE OF MN,S,PG,O,1937,10,91580,77120,0,0,L,MN,O
-101.816680342602339,46.59667756585668,7639,7639,HEART BUTTE,LAKE TSCHIDA,ND00149,-101.81667,46.59667,GRANT,HEART RIVER,MANDAN,DOI BR,F,RE,IC,1948,142,61915,61915,3299,1810,H,ND,I
-87.516676273627681,46.60000863530869,7640,7640,MC CLURE, ,MI00183,-87.51667,46.6,MARQUETTE,DEAD,MARQUETTE,UPPER PENINSULA POWER COMPANY,U,REPG,HR,1919,64,1870,1832,95,140.5,H,MI,H
-96.031678755630367,46.611678018665373,7641,7641,LIZZIE LAKE, ,MN00193,-96.03167,46.61167,OTTER TAIL,PELICAN RIVER,PELICAN RAPIDS,STATE OF MN,S,PG,O,1938,8,23160,11457,0,0,L,MN,O
-94.183338265265562,46.616678168651937,7642,7642,PELICAN LAKE, ,MN00046,-94.18333,46.61667,CROW WING,TR-PELICAN BROOK,SEASONAL CABINS,VILLAGE OF PELICAN LAKE,L,PG,O,1938,8,170275,149842,0,0,L,MN,O
-110.746682487923579,46.623336745678763,7643,7643,NORTH FORK OF SMITH RIVER DAM, ,MT00009,-110.74667,46.62333,MEAGHER,NORTH FORK SMITH RIVER,WHITE SULPHUR SPRINGS,"STATE OF MONTANA, D.N.R.C., W.R.D.",S,RE,I,1936,91,14200,11500,335,71,H,MT,I
-95.540008662549894,46.623338063495325,7644,7644,LITTLE PINE LAKE, ,MN00213,-95.54,46.62333,OTTER TAIL,OTTER TAIL RIVER,OTTER TAIL,STATE OF MN,S,PG,O,1933,7,67200,63000,0,0,L,MN,O
-94.168828262673117,46.627408149088673,7645,7645,OSSAWINNAMAKEE LAKE, ,MN00047,-94.16882,46.6274,CROW WING,PELICAN BROOK,RIVERTON,STATE OF MN,S,PG,O,1937,10,10744,8812,0,0,L,MN,O
-121.270014490721252,46.630005656408429,7646,7646,CLEAR CREEK,CLEAR LAKE,WA00264,-121.27,46.63,YAKIMA,NORTH FORK TIETON RIVER,NACHES,DOI BR,F,CNVA,FO,1913,83,5300,5300,140,60,H,WA,F
-110.936682517112331,46.636676723470025,7647,7647,NEWLAN CREEK DAM, ,MT01596,-110.93667,46.63667,MEAGHER,NEWLAN CREEK,ULM,MEAGHER COUNTY NEWLAN CREEK WATER DISTRICT,L,RE,I,1977,112,15600,12230,317,43.4,H,MT,I
-111.885012736265466,46.641676641536201,7648,7648,HELENA VALLEY,HELENA VALLEY,MT00743,-111.885,46.64167,LEWIS AND CLARK,TENMILE CREEK,HELENA,DOI BR,F,RE,IS,1957,94,5897,5897,531,3,H,MT,I
-119.90584426394571,46.646115829373841,7649,7649,PRIEST RAPIDS, ,WA00088,-119.90583,46.64611,GRANT,COLUMBIA R,"RICHLAND, WA",GRANT COUNTY PUD NO 2,U,PGERCN,HC,1961,187,191000,191000,7580,95500,H,WA,H
-111.733342690169451,46.650006665444536,7650,7650,CANYON FERRY,CANYON FERRY,MT00568,-111.73333,46.65,LEWIS AND CLARK,MISSOURI RIVER,CANYON FERRY,DOI BR,F,CNPG,HCISR,1953,225,1506597,1506597,32798,15860,H,MT,H
-87.83000635402459,46.650008623929075,7651,7651,SILVER LAKE, ,MI00197,-87.83,46.65,MARQUETTE,DEAD,MARQUETTE,UPPER PENINSULA POWER COMPANY,U,REPG,HR,1912,30,33513,33513,1464,24,H,MI,H
-87.83000635402459,46.650008623929075,7652,7652,SILVER LAKE DIKE 2, ,MI83022,-87.83,46.65,MARQUETTE,DEAD,MARQUETTE,UPPER PENINSULA POWER COMPANY,U,RE,HR,1912,7,33513,33513,1464,0,L,MI,H
-87.83000635402459,46.650008623929075,7653,7653,SILVER LAKE DIKE 3, ,MI83023,-87.83,46.65,MARQUETTE,DEAD,MARQUETTE,UPPER PENINSULA POWER COMPANY,U,RE,HR,1912,6,33513,33513,1464,0,L,MI,H
-95.693348690233805,46.655008030142447,7654,7654,LONG LAKE, ,MN00203,-95.69334,46.655,OTTER TAIL,OTTER TAIL RIVER,PERHAM,STATE OF MN,S,PG,O,1936,6,77900,74840,0,0,L,MN,O
-121.128344476893346,46.656675685440263,7655,7655,TIETON,RIMROCK,WA00273,-121.12833,46.65667,YAKIMA,TIETON RIVER,RIMROCK RETREAT,DOI BR,F,RE,I,1924,319,198000,198000,2525,184,H,WA,I
-117.428283820265847,46.660536101809512,7656,7656,LOWER GRANITE LOCK AND DAM,LOWER GRANITE LAKE,WA00349,-117.42827,46.66053,WHITMAN,SNAKE RIVER,PASCO,CENWW,F,CNPGRE,NHRF,1975,228,0,485000,8900,103200,H,WA,N
-92.406677722797909,46.665008295032941,7657,7657,THOMSON DAM NO 6, ,MN83026,-92.40667,46.665,CARLTON,ST LOUIS, ,"ALLETE, INC",U,VA,H,1907,51.6,4352,4352,0,0,H,MN,H
-92.293337692134003,46.665008303047188,7658,7658,FOND DU LAC, ,MN00603,-92.29333,46.665,CARLTON,ST LOUIS,DULUTH,"ALLETE, INC",U,PGVARE,H,1924,78,2675,2483,160,3600,H,MN,H
-119.034464098542912,46.666535909693167,7659,7659,SCOOTENEY RESERVOIR OUTLET DAM, ,WA00566,-119.03445,46.66653,FRANKLIN,COLUMBIA RIVER-OFFSTREAM,MESA,US DOI BR PACIFIC NW REGION,F,PG,I,1952,20,15250,15250,15250,30,L,WA,I
-121.08335445704769,46.666675710339483,7660,7660,FRENCH CANYON,FRENCH CANYON,WA82901,-121.08334,46.66667,YAKIMA,NORTH FORK COWICHE CREEK,TIETON,DOI BR,F,RE,I,1985,74,670,670,21,16,H,WA,I
